year,location,disaster_type,disaster_magnitude,weather,total_population,food_consumed,water_consumed,meds_consumed
2009,2,4,8.055937357773086,1.6124039291776784,470,394.72098614552544,831.8205203922408,173.2052316300846
2001,6,2,7.590224720809322,0.9191238262641079,235,189.5066467067816,361.6043261202692,38.74523700634048
2018,5,1,6.773772421737434,0.6974803831898876,978,1159.3936458143737,1475.816185380908,288.09626184990134
2008,5,1,3.172376379289939,1.7820551751397962,413,392.67811483578623,640.6315950737841,163.30664932141997
2006,1,1,4.219573099469351,0.7479534292069419,656,683.0831074949099,1118.6435780927404,293.0628078983022
2003,2,2,1.8219860196193869,1.7813911834960034,427,355.2153345003883,839.7366877899653,149.6650841123425
2020,8,3,2.5123161978202537,1.2361475100685406,572,613.896548573433,1040.2971096258375,210.27944430451768
2017,3,2,7.264133098533863,1.1098351757121563,629,737.8337839104198,1195.6742455108495,94.67292170227756
2012,3,3,6.7203097508054706,1.8547861682516436,940,968.4501351270297,1629.196059417138,449.61196296462657
2010,8,2,5.7478861038074776,1.4057764738104168,771,655.6939654205767,1295.922275071689,117.98584549621438
2023,8,2,8.165813807409382,1.3649210106945766,245,253.0087096924007,380.77904565778624,100.41794784381624
2003,2,1,5.666132142504363,1.3381489169365965,930,1029.0811632749308,1802.308855316585,191.51167170153462
2024,8,4,4.735743999708886,1.0567542740292972,147,141.4972923505523,278.06226213355086,69.5952768496336
2020,1,4,3.7229659704461016,1.6784646552936908,654,753.3655548614879,1035.974617914456,253.74141549905588
2024,6,3,8.52358804588938,0.8791976660236596,71,75.22259587534914,124.68525001760726,28.508309448585678
2003,8,4,1.661723692194828,1.9083424400619124,499,578.6900840905248,870.1000145763506,93.62421094275273
2009,3,2,8.447098976486467,1.8409778075704413,221,231.91786951426462,400.57261657186143,61.26473393454822
2004,8,2,7.613717279448147,1.0062204885123474,432,368.2865615624337,852.3763691021124,149.95812002502868
2008,1,1,2.0394393962856103,1.5941956547474956,183,169.06943325289984,327.54908692126685,74.6620688527232
2023,9,1,5.5198748614020285,1.3598347916743871,475,418.34104016796687,840.8016008599219,67.25228142335403
2002,9,4,7.932383853992695,1.006473952998852,74,86.10126433241912,112.86194851858258,35.88601336705404
2016,5,3,5.57447330885723,1.9827824719931701,552,609.4963348570762,845.3624633809746,251.76072405844602
2002,4,4,8.257598572484978,0.5378560187723963,234,250.51088732997653,372.9195745852343,48.7046280703867
2015,6,4,8.54387053452834,0.8789690459319299,134,123.33179473225492,203.17554170334714,57.499949026533
2003,7,4,4.379076177474447,1.2801110916667255,616,538.1486318331727,1152.9526918355639,189.3150146370125
2017,5,4,4.018509291250589,1.2829295052178458,812,895.2953133787985,1511.672103421549,231.19474521134367
2016,9,2,8.490569231753256,1.383399612418346,193,191.00499342186495,302.62942662265357,43.5743129686405
2006,3,3,6.4011204891973446,1.6275142580343789,912,811.9680286245494,1749.251978762648,303.1373404032049
2023,7,2,1.9281814507853543,1.4352167457789446,959,1003.7361908241995,1512.7199037087107,375.88546555110014
2022,5,3,1.3383339937814496,1.4004221907920555,728,594.1452177427173,1201.6279136670387,192.4636619251552
2004,7,1,5.517032407978105,0.5802716943695649,461,428.94579486124996,748.8891752566946,162.12801919072908
2011,2,4,8.441367723507398,1.0647954316839474,273,269.5664238093519,460.319918955221,103.66497099015919
2016,4,2,7.753989619246547,0.848083609551734,269,231.1203167501721,437.7522765121999,103.41670751084477
2022,2,3,6.406781971714691,0.8980551674029631,228,272.20048835628455,397.74040561398357,27.53930814956364
2012,7,1,2.1129267911287,1.3315062115105172,680,600.874483168375,1158.518679660593,301.85140314633827
2022,2,1,3.0338510699895647,0.7992579723944127,482,410.7320834723416,960.7632472778178,136.55123908670126
2024,1,4,8.00408981242093,0.9409236515253463,314,276.7639801601942,479.7804369701314,64.35945986104454
2002,9,3,2.4624578932552037,0.8556270627760101,478,529.4444886601393,750.981348956577,94.02537383011513
2008,1,2,3.2275152660034765,1.9227544148272921,711,689.8138094969121,1085.2796052845083,208.46921369281952
2016,8,4,2.0368052095635356,1.9169985982566429,465,477.167364793972,843.0080778334024,211.45066634122642
2016,2,2,6.408865851315289,1.4149123378940776,502,405.81863872286124,766.6818286308436,126.17219440187552
2019,8,1,8.551858442905676,1.8867837030978498,776,631.4874781811568,1488.5386181019358,310.31487180161184
2015,3,2,3.1517442527630877,1.6787189682025598,246,240.6692341029784,431.96845157387713,34.12696312914232
2024,6,2,4.80325286280059,1.384921824202713,603,679.3772446602316,1063.3927988113323,175.1248765588361
2021,3,4,6.074717917689634,0.5096528172451935,102,117.71774625126865,181.6413198933219,50.660794528023615
2012,7,2,8.995729985725045,1.658774429119106,529,441.5471097032375,838.6802253179927,215.9246390708585
2018,9,4,1.838464519980577,1.5537325123827033,492,499.5498584934813,786.6318145661639,90.63200652511264
2016,2,1,4.988566396045673,1.422880479923621,379,441.64562043993743,628.9158826844345,113.91852741260328
2003,5,4,4.0809609592200005,1.6406364675237075,300,286.55673052774637,539.0244623732777,58.034971637827994
2011,6,4,7.926561321778841,1.2693832471621485,856,968.8433406810733,1373.9304081024118,225.83366149468318
2008,4,3,4.807741848093247,1.5561249069820087,939,801.4160877924282,1463.117745889066,386.8995593148528
2018,4,2,1.8878201966811847,1.90275813008974,832,976.8992861614433,1651.5686247500678,339.8636185286464
2011,4,1,6.075393162292669,1.0637075237691294,974,1071.9545245101954,1471.7051438122862,186.26790723076925
2008,2,4,7.166244946111038,1.5621827523509382,172,202.36380622373883,327.0319768588979,80.64896428905439
2006,4,1,1.0230500133249167,1.213531727016438,928,993.5603170946903,1757.6483094028101,312.76130944230374
2013,1,3,7.871653483365036,1.5115994777209723,436,412.1776457407001,718.7926768182309,109.85879634377534
2019,6,2,2.488184000045325,1.6443400033315463,388,456.00571797583683,608.3115635054188,116.70040213718957
2018,1,4,5.416554917227023,0.5681787506536939,827,752.7574896030762,1300.7174454126925,282.85757063720564
2014,6,2,4.326380005499601,1.4699006659229927,397,370.34899650340316,733.9401760215827,128.61061645711075
2015,1,3,6.757230532884243,0.8401117766104169,78,84.26522264165429,142.06945705236078,22.975837108728758
2020,6,3,3.9692929182859347,1.50504880671135,84,92.91462766405297,158.87531831855824,25.365742217403845
2004,8,1,7.958105413453686,1.2024952789007202,567,664.3887101369882,1116.2759123751462,96.71022128504458
2002,2,4,6.843970887670322,1.6603291127973308,445,392.4548288120053,821.4538383268167,189.16645696623291
2011,2,1,6.181705368503372,0.6851012228083946,672,752.1018718669275,1060.366116281285,212.82517400014493
2024,4,3,7.3699247645028345,1.4394835274842928,343,375.7285185260634,556.2504087752679,52.28415702588527
2019,3,2,7.032184279427058,0.9177060933913285,638,526.6803707559183,1225.6598001485236,259.32329232392493
2020,4,1,1.2875093993724267,1.7794729929958872,398,380.0459240806649,638.6519090910075,188.24508135767425
2003,7,1,4.157874830758625,1.8925752584544613,196,178.96881183351172,301.1071870615392,93.86886090017782
2020,1,2,8.446458378531918,1.9945974405185831,116,106.928355690027,214.79024313445052,28.722422783878418
2022,6,1,2.0057941519378097,1.6940111036409249,953,1137.099350486252,1621.3038083910528,146.95903220135946
2015,3,2,6.89677240345641,1.6306011056420069,569,601.4961393080315,1115.2513949493095,174.88775502168565
2024,7,4,8.796734490682638,0.8232511383013266,171,185.88904919307535,312.09680857850805,24.802471287486696
2006,2,2,1.417589032359773,1.0040105884851631,389,463.16170436621536,601.086491180478,184.22844232056326
2012,2,4,6.457551045012884,1.1985238126434192,224,212.99727970820442,442.15993553241003,38.84873461102108
2020,4,2,4.745233130408243,1.6600715716733745,949,1063.5785279446852,1546.1854215972967,190.8499204374619
2009,1,3,5.633402042997777,1.8724487976169528,740,720.6211651381307,1234.7686214503258,194.3644119579513
2006,3,3,1.6827306918745988,0.783708650034477,646,741.4875007969908,1098.9301136197842,163.60969867567812
2013,9,4,1.3440556149355158,1.8835512270051544,500,436.13150826226064,762.8060741010783,208.9325784795778
2004,7,4,6.334933284407374,1.543436978531087,606,714.5191293203812,1059.4441729358732,171.21119730155328
2002,7,3,7.586475438565743,1.4161560960275579,185,164.1891064224051,288.90696042446456,31.13685124024693
2022,4,4,7.256122679463738,0.7997619069229093,904,841.1613353243049,1537.2385876631351,187.0230982077644
2010,2,2,5.350445822929899,0.5832875492137258,65,71.66099808677629,108.89806810974274,19.736948014875573
2010,4,2,1.7989345690894254,1.35269734776191,382,365.76578563119415,720.6124559344621,60.73095858271341
2017,6,3,6.5043555506881106,1.4772735249933386,244,254.5614303724052,463.98680241919317,84.09759394305098
2014,3,1,2.9351110684331676,0.8161721740320323,545,532.9170232331354,859.3050104510264,177.8329128281498
2011,1,2,8.288549622139069,1.3346843087381846,58,63.622982540482944,97.62998443399756,22.38109374006838
2008,8,4,7.706122876365639,1.7847401041438604,877,781.6986033309087,1479.2153611124581,416.6467790750822
2009,5,1,6.675063736699127,1.7525989181825299,383,315.3557636446896,603.4951000137603,178.05739876069703
2011,5,1,8.590767646649043,1.8910327708794457,382,351.4292119338845,725.5046194647774,182.76035444091744
2016,4,2,1.2513745720901834,1.0488287143353205,376,372.1360231962119,696.9589257270596,74.40522579236463
2005,6,2,6.889603400486096,0.977074358826378,64,55.501313336132576,102.09221716150512,9.768071849967479
2006,3,1,3.6419422346912427,1.624139008971213,888,836.4239972859493,1494.8245274156468,196.16868401633852
2013,9,1,8.248527085490922,1.1466686076455075,663,636.4754964514544,1029.5743657399346,303.6765878176267
2012,5,3,3.1334015732958207,0.6313229960416709,275,226.31310280571012,498.87840710029354,134.4258822085837
2007,3,4,6.798851994520136,0.9242016960057495,474,489.7950542557252,739.7651461180229,210.32801072296226
2009,1,3,8.021176157206252,1.1278734282972338,839,967.9856544271641,1672.0993837381532,120.82194721040364
2008,6,2,1.3332545470614594,0.938774638214378,457,393.338604487818,863.8858540661765,218.8898380453302
2017,2,3,4.181180636736289,0.9983083564209825,162,168.3379592684181,274.6093225163036,43.63360017233094
2001,3,3,7.098472256175509,0.9406638592615861,477,508.4322402969895,853.487497848626,49.47640347745708
2004,1,3,4.639351116060697,0.5622487507746192,50,48.38669360838577,97.78354540541022,13.847874814963873
2004,9,3,3.1380210383487626,1.455642051236664,315,340.338296007898,559.7706366623426,37.30471537910892
2005,8,4,2.75844279058552,1.395938630530204,540,520.7180133940586,857.1145913274479,171.47763097080139
2018,2,4,2.0521461353310233,1.480075247718021,257,257.4767132040803,434.163381192179,60.503354020528874
2007,8,1,7.857036478850258,0.7884648440504411,671,538.7735571584083,1289.3751022174795,194.1699361766427
2015,9,2,5.602843226012448,0.9434818124187279,761,819.3596027425992,1386.6230525840497,262.7490578102048
2012,1,3,1.6110795599316479,1.4294238904173835,418,444.97649591955786,763.0013963257643,187.06354322073958
2000,5,1,4.060642588565083,1.3994413526898821,355,289.45292458034095,686.3608137097068,129.4900238590139
2021,8,1,3.941869206440879,1.2594954640314018,61,57.78530262044125,118.7661782526064,16.690792390867607
2019,2,1,2.453913525675704,1.025619875015296,394,469.4954181087667,772.199136640549,168.54182973844956
2016,4,4,4.4840610037775255,1.8693965071620349,514,497.7034372641076,795.3762426660611,237.587687485036
2006,7,3,3.6567949231450916,1.0096553634482657,749,749.5828433774998,1327.2751877351814,110.78008594308629
2024,3,3,3.7344296439374602,1.1834287346558774,715,832.2400252336795,1337.2321538355488,223.63283158009833
2012,5,2,6.912212462303669,1.517170746431313,543,590.1892794380423,1020.0056384519842,116.09599765605887
2003,8,3,2.7861070840415705,1.3145321463001463,417,430.68929787152047,752.0003281107458,49.54980780587483
2003,3,3,6.134879670842843,1.0203289645465783,895,1001.6140759201039,1417.1373324946942,328.8397168508068
2005,4,1,5.565196991047479,1.1534671856847647,986,1129.706055490236,1872.1283330932406,438.87679462991866
2018,9,2,5.544740098702938,1.6917212267802593,469,460.91220225791125,872.3661077092547,77.46053797995913
2011,7,3,6.304058769134207,0.9171937332299187,938,928.6606585224246,1447.397676856498,398.61760434048745
2021,1,4,5.387056289565232,0.7133828596652232,840,801.7131143790168,1454.800126363238,370.74096646841247
2006,4,3,8.034040918771076,0.9697448027446656,220,261.0701403216245,349.13751394739836,102.46195895465056
2009,4,1,6.4046407356020785,1.7743013232318519,183,197.43256981405364,305.3791496827369,37.71886852109904
2018,9,4,5.375706010971105,0.6334845722845199,476,396.645671806017,718.3032999449531,219.71266361215493
2006,6,1,7.638104962301159,1.9875441100586777,74,84.74360485006534,125.81220513119806,16.891617540198396
2002,9,3,5.849172519467838,1.3115043483914937,579,574.4976822976797,1027.6893686747228,185.82148391629443
2012,6,4,3.329153982281432,1.977268615950641,239,197.7728734539898,432.5401198428369,28.728514211566175
2012,6,2,2.6567593454125698,1.9084946331289663,190,193.77851139241164,348.0315827872274,22.334962716024513
2017,5,2,2.2186222853014304,1.179220571316375,604,583.9868898005296,1158.559976556943,234.44216819610023
2019,5,4,8.195641700368814,0.7977366119080236,895,1030.2342869408199,1438.9196510058891,248.6238321160492
2007,2,4,6.6810834543845266,0.7473271648477077,845,744.9501760199729,1318.4035699802528,171.12682287479555
2008,8,1,8.499027505314565,0.8599840458049363,707,799.3241915643894,1361.5183902659167,124.54893667584462
2006,8,4,5.826334445719544,1.565198960846806,364,372.39947343660197,574.5035323104622,133.94522826910213
2000,1,1,4.7872070519593,0.9094249920972317,493,405.16915179369613,979.7783600493722,49.379184481797026
2002,8,3,1.4777319117671146,1.0121379044064476,368,437.4556283551113,707.0270342093493,155.42718010577693
2012,5,1,6.373138252368238,1.1731682059919222,490,492.47258784422723,857.7147684429518,64.53292280146604
2024,2,4,5.657670078145849,1.8698490206321845,141,129.20545457866126,280.69021045700276,24.90001428081794
2016,2,4,8.921671148700971,0.7840901268272691,228,225.20990398942035,353.1009471183125,58.02475925127697
2024,6,3,2.9132702222579443,0.5075398289147046,105,120.03002690773454,173.41095246169283,30.86406706807635
2023,9,4,5.245898842294687,0.5901446155672552,204,188.0800949498212,371.09889033414237,49.36760145041766
2000,1,4,6.207658680944581,1.857149512520177,721,632.3678727467644,1207.677476084581,164.59338838147036
2005,6,2,6.156729397938749,1.4712746972650446,160,136.26055980357643,314.26980415846333,77.69062477268406
2020,9,2,5.490348343587222,0.9095609289917101,186,170.9607392402317,285.10322620053705,66.33352828450853
2005,8,3,7.215424082617804,0.7657887515167867,281,312.47740498330086,498.69236240456553,30.733864183294436
2011,6,1,2.6398496762145314,0.9414001049556715,517,511.1323323223801,928.2389301216372,140.66037786628397
2012,3,2,6.805017602195327,0.6721953908769202,781,695.8652529938619,1426.390332335006,351.45271780001633
2012,8,1,5.9578765714647135,1.9122993654266616,530,459.23121991726686,862.7515491829308,116.90871151906161
2014,9,4,8.168600894356587,1.6763092615479003,117,109.17173950068573,196.82713600991207,16.125236935441368
2020,1,2,7.777555512268654,1.193586765368811,863,1014.8618935201467,1658.5481485504379,348.0944231528396
2015,9,3,3.521176313060426,1.797443907672803,298,279.2887841407309,476.0464725765538,102.03684876678089
2021,6,3,3.2098985998012246,0.8741873064398484,372,444.6328625020497,711.7974195742454,122.06250116458378
2020,6,3,8.853226590819583,1.5756808527082904,971,965.2635090192643,1729.6692078192814,117.90913575151724
2010,4,2,5.218121447322052,1.7841987485206152,953,830.6972856522056,1792.6823490839802,148.8582225340512
2004,1,1,8.251367711315496,1.035153067434909,567,655.7105728187679,1052.8076883356941,197.89420306113422
2003,8,4,2.3110481902438575,1.6361966681760765,841,827.6635475225557,1348.7585838093416,154.0119402667524
2002,2,1,6.142551318401394,0.9426085238964641,481,521.3407664902705,858.2994631123464,145.08308334359683
2018,1,1,7.4788814988846894,0.9482857028885462,536,639.7077634400421,1036.5498049517648,170.42263348470198
2019,2,4,8.579161996691575,0.6605857678312791,655,537.1459417838332,1124.018067552632,139.77888385098612
2024,1,4,3.698721128136188,1.1600870697640981,478,400.88799983138284,948.0151940833726,229.13888973953345
2017,1,2,6.79984935939242,1.5945678597461335,318,346.04209751406256,548.9022009161731,138.9614343894852
2014,9,2,5.310504072316952,1.9103312083569275,758,691.8493409991871,1191.1157562971282,294.8236475142645
2008,1,2,1.4850314085317455,1.405695487893644,586,512.0002474451032,993.1043612627583,76.8817622863655
2016,4,2,6.519997898471547,1.7947033066036084,197,160.7017161297947,389.2426870294679,28.06304552155073
2013,6,2,6.5207724659027475,1.7337419739353406,167,135.05936036067828,277.1966909198778,49.61779390377904
2014,7,4,8.444854438772296,0.7600145794629213,899,997.7050228818767,1738.7101228602448,147.69252036907847
2000,2,1,4.978499569351779,1.2287261433689471,416,355.16972231429315,807.3001417898331,204.38337313130447
2020,6,2,2.8420073656841174,0.6753853032880872,899,887.3923335032259,1505.9088426872163,146.90387615625644
2021,7,2,1.3565105875894332,1.5232297423424526,115,119.87125349825622,177.28731533791137,33.92352043134281
2021,2,1,4.3251374934872455,1.924849502369114,862,837.2957008361382,1605.2844588474507,211.74894039895108
2002,2,2,3.4153336006200146,0.7056341871181347,419,339.7430749315527,693.76182664343,149.06116423570683
2015,7,1,7.0887064481910045,1.600824696203812,224,249.40173463187665,423.68744479684807,33.96166223649247
2022,1,1,3.834142118728373,1.4483572263017914,880,707.700655038662,1514.7681332345906,239.47138267092163
2024,8,4,8.592569570518751,1.3754075555121497,637,703.7295450873829,1110.0574574361249,133.6948423592602
2010,3,3,8.698481623902275,1.0851803520325087,544,629.5830578482954,1027.591358635602,247.57473176855936
2011,6,4,5.9672687217416645,1.032697471630719,163,158.62116285292763,275.6626114815227,18.946188431182122
2009,9,3,8.429282296119062,0.5678737835283318,160,162.2747182782591,275.45018762583317,74.47855961641339
2015,6,3,7.086834756115965,0.8268630623780202,810,802.5426192081198,1367.357139851697,350.8901008911721
2007,9,3,5.3748771278010095,0.5227653234302403,488,466.3735223552952,821.6310857276563,106.88580384924718
2005,7,2,2.442463483382225,1.3721256583730308,764,882.3969380091821,1346.9115923763575,317.6072240693232
2011,9,4,4.66878354811072,0.6587798538168632,196,226.88438723652723,373.26234556111274,22.04714313055781
2023,2,3,5.486995706900941,1.809529091044574,84,78.48342985195556,141.19426910074776,40.886682489858025
2020,8,1,7.911692645880081,1.284714531045748,358,374.4779887749047,630.8415949762549,111.20839577885785
2007,8,2,4.850667012285319,1.5495348635880626,587,687.2378955918489,1077.3584700174033,129.91038492016654
2003,2,4,8.181397381423654,1.1162856377607446,799,946.6738962616558,1306.1410587983103,195.7815947452588
2007,4,3,6.394791832187751,1.340869713501573,63,63.225767818635596,103.24196835442537,7.973414907204535
2017,7,1,2.095992504429371,1.9139887654499457,423,415.0179570541081,831.9168763654607,209.69793777591306
2004,4,4,8.959850954600743,0.6241010594355061,606,552.3555021810747,1128.23097571932,70.12436750452785
2008,4,4,5.217861286031301,0.8809066578855442,477,564.5527534047302,853.1590222792591,172.65627909661154
2003,6,2,4.134866371272631,1.6699824903658165,777,665.9866858301673,1417.1392411424079,215.30232633116725
2021,6,4,6.272910115756212,0.6481058103239987,282,291.0047761781834,427.131221477582,135.23774941168705
2016,3,2,1.8711465118483126,0.6134916558561663,754,688.4171606836215,1364.0248180167596,149.59352167652943
2008,9,3,6.092309174026835,1.0423120981310579,612,557.9012294771406,1073.9097152066058,191.45485450002516
2000,2,2,4.985888003994184,0.6382519377086484,988,950.4435857310697,1751.6003418110413,289.427173631904
2020,6,1,4.253392559988665,1.3776176633093047,936,1122.748075169381,1572.2103509568224,356.753196652358
2019,7,2,8.624160169431192,0.8394128762248998,775,637.0395551203449,1194.071135363765,98.58317190525038
2012,9,1,5.180317733856426,1.8435469447990585,712,734.3687098243657,1136.8287671658907,126.39114423065146
2015,3,2,2.7529398357595074,1.675250121267885,489,407.35111411170027,965.9570823804983,90.86887881016142
2012,3,4,4.671707835018389,1.5495578091492144,551,474.8563909299104,939.0967294056423,217.78842636710846
2013,7,3,8.355099236581381,1.425416041076753,324,316.16735725376765,561.6026712446001,56.91237504394552
2002,4,1,2.4087637706447573,1.795198595512195,899,902.7614632321803,1372.1930505391208,296.1276382951952
2005,8,2,2.711656309505895,0.8345930923141354,125,112.93962041822621,189.8478893464988,23.262191025047688
2017,7,2,1.10423654205667,1.8096632641463415,488,452.172431946686,906.992273079409,216.9891902563926
2018,5,2,1.1135203951661374,1.6842384476360786,781,651.9684971279535,1381.6259663392939,372.43873598256306
2004,7,4,7.6351330156681,1.6222412395815282,909,837.4507134057695,1594.7068698262933,279.42404568899866
2014,3,4,6.856980854743647,1.341883517112386,748,887.5942850626587,1212.928574378078,180.21081815538616
2024,2,1,3.840328451615666,0.8693662414559001,338,398.1244380021195,632.8628736454568,65.44461118236589
2001,6,1,6.586489257820582,1.1353218739878446,964,900.3290686768214,1527.0900311302933,115.59555418728569
2009,2,4,4.161647410479762,1.6903559818082023,589,605.6931873872762,939.4357820081703,122.15861795212992
2023,3,1,8.623174367982621,0.5476677265359866,940,1094.007867057715,1626.5347205336896,339.9926532594396
2017,6,3,8.73642145140828,1.6730761538956374,741,594.6328850307618,1217.566688912474,232.26405844005012
2012,5,3,4.142350206474747,0.8601061107313497,302,339.53057529678114,490.3669101662051,144.24018641633606
2004,8,4,7.833775250726944,0.7164638010824045,175,206.3858686952243,318.9582938984165,45.23940837441905
2022,9,1,7.184712333579729,0.6735519772704532,226,189.0558463837536,412.5598072096955,85.32524614648688
2023,3,2,3.4799994973743145,0.5408750179262227,86,74.35380039953249,164.45423400139694,25.432702513144175
2000,3,3,2.8563186312088478,1.2853797278321792,459,543.5930211888209,784.3641161202979,140.00899324368527
2021,3,4,4.665877203142671,0.8273898090405942,660,669.9105979210514,1014.1180800386295,136.69241905548702
2000,6,1,7.25079072491525,1.9841476486694474,659,530.9422328467464,1078.6730738316203,185.8250247755511
2017,1,4,8.681342277829962,1.3616551338083087,176,158.93729271295246,350.24048076131993,50.743263789694595
2014,7,2,7.1086325509325805,0.7068279040340156,532,521.3480138844134,956.6047810118988,203.57352862817316
2016,1,3,7.84165588014696,1.5331438112170481,217,233.74449347694986,402.50647370091065,103.34755192935468
2010,5,4,5.824514449364132,1.8466153497645879,641,700.7823209542754,963.8581843949453,148.5379755465141
2020,8,4,7.683262646737007,1.6177692430544215,343,410.9718315733725,603.3722830693023,40.089904289354145
2024,4,4,7.275366864027341,0.6146597915591715,894,818.0140048996323,1357.775309916716,266.8751368790288
2021,5,2,4.015884335410241,1.8438262717889893,687,697.502883993457,1226.0305778534125,218.31797407459155
2016,4,4,5.415922416965769,1.6908940787899471,392,397.2251323043861,768.4710865286708,65.61147841748432
2012,4,2,7.438024975917559,0.7374558501584215,359,345.4506592566233,712.3312339248232,145.10271746124317
2000,8,2,1.368453873519651,0.5776788330992253,711,616.9096426087843,1258.6664761007626,351.21383844076024
2001,2,2,7.4646342588466394,1.3359658629714628,577,687.1969747828308,997.6920863152643,275.9848046855528
2008,1,3,2.4231049923921875,0.7340537170099654,589,672.2415291786477,1161.8075342561815,105.33818274685247
2002,3,3,5.117468936971512,1.7518864288929081,468,467.68794289668125,859.6247006872267,210.6679985094224
2000,9,4,7.466203516447501,1.0375019850075107,493,513.3599973532906,755.4976724062179,188.22614510038426
2020,4,4,3.030568625253559,1.869338667104863,734,653.9238453251169,1271.9212870039717,206.64935113370925
2015,5,3,2.966459514449224,1.3485322582115087,607,617.6315006911162,983.4143631039161,191.96034942204423
2022,2,1,4.222115187698015,0.7740085763595022,889,958.3313793379969,1542.328020883939,391.01782222376215
2005,4,3,8.157142380621076,0.7093983010397001,285,286.72904123607117,492.40384401090654,83.23538311877455
2016,2,2,1.003542251497663,1.3647086563366309,488,583.7036652981805,874.0433318867971,121.65007844932077
2004,2,3,8.21106477313548,1.6428254177936659,263,274.7131422372608,441.4153194809265,78.18963626633371
2004,4,2,2.2304561971328623,1.6722584716132731,134,127.08419099494026,212.00612011354718,44.44135749627864
2005,6,4,8.920691008539857,0.9136361066619219,843,934.7696637120605,1476.8177416796666,148.05698485405924
2002,7,1,8.638775944307746,0.8063701383682512,793,688.4707086736969,1518.6754436430945,365.0679320406894
2020,3,4,4.9574015167302665,0.5251344567385736,134,127.81004761465589,245.48881928052936,49.536420457267305
2022,3,2,5.101761982501025,1.518798726801754,970,910.6200727465033,1619.1084149737296,342.70833992694565
2004,6,2,4.852394722206834,0.6148523876503085,538,523.3248868671936,1058.6556931221326,75.21158787407333
2020,3,2,6.083549165276181,1.1311418026488886,114,126.84916006234992,222.99583156120337,38.95033158067019
2004,2,1,1.7257736178794483,1.4025232460274442,695,690.6001029414273,1115.2485687859742,103.12706410230088
2009,8,3,1.260943586732532,1.9056634173795155,712,795.7353154357461,1082.0326603028493,93.61309789564964
2009,5,4,1.4616234273271909,0.967703205433653,676,696.6825994090198,1264.5623434225577,210.18486618170314
2018,1,4,4.554922793932115,0.8746582436697796,113,105.86153844652151,216.25997976622716,29.505906138901572
2016,3,3,3.204383513755867,1.4812402314291475,392,440.60466700956846,777.7014549264657,131.52545036049582
2020,8,4,5.97631649896795,1.4288585480803726,988,884.5720778025818,1921.5791786796256,134.0606008162207
2013,4,1,8.93953831499823,0.9981646749621869,924,822.1319493340044,1663.4470629113634,251.69134002834676
2008,7,4,4.090585384611727,1.8921527532646798,968,969.7435321940324,1708.5453321787923,164.4774160654852
2013,2,2,5.590730032836107,1.7672934912344491,401,362.6402190523191,607.0821307781486,198.4308537822283
2000,7,3,4.324831167258684,0.8359738187976218,207,166.3524064939607,336.02894224843453,67.16323758963244
2018,5,1,7.778173341774875,0.8587138181517848,638,675.8455289666541,1103.6171058028035,239.23388691210934
2012,5,3,8.217891227697905,1.268450520330621,540,542.396265438038,979.6960530225633,124.2903486274433
2012,6,1,8.01884489764208,1.6603581525960804,707,691.592437938666,1257.4885230780583,97.49216509959854
2003,9,2,8.79497790943406,0.5660605690826965,904,1072.855814885983,1691.6714673361241,443.27490398252684
2000,6,3,1.2201534811233223,1.54000273060206,512,526.5815928756048,839.6203343070824,109.82585044647593
2016,8,4,7.718529297164248,1.4723538460731453,274,313.83210092571653,488.3985072483888,73.84937709502373
2007,7,1,7.014177384312746,0.8472201438694824,966,826.683571269674,1491.5727035577527,347.707419345875
2001,9,3,2.8295552752029183,1.522029519862023,362,372.02109586114113,617.8734597685605,39.776168704948915
2007,4,4,8.65056074710022,1.9102747868781238,664,761.7353888597278,1245.0533965409275,281.6048250653914
2006,2,3,2.1854234258395637,0.5701787674576528,968,1000.1785492187765,1787.6060130596572,304.5630751790818
2001,7,3,6.436399417071267,0.9794780829380938,908,987.1827494957271,1811.7518026761693,191.8484823433962
2021,6,3,2.7991217345273,1.157265074999533,862,817.8806221816491,1412.771075300723,107.4424333288434
2021,1,1,4.451045190192597,1.8488905383870344,989,827.7730289398636,1729.8546084415325,163.18437316168902
2002,9,4,6.7532791755565516,1.943392169913735,515,506.32746079617675,857.3540815468041,235.87697492380804
2017,9,2,5.506597136264373,1.1661728697444984,137,131.21747061796938,235.68131331305347,51.29412747168683
2011,2,1,4.420014650624894,1.6250426182132869,932,1068.8400359908715,1797.338760519135,186.36336182623253
2000,3,1,3.610707447455898,1.2974915356467245,352,315.9545385712281,648.4207972331736,44.43658770426016
2021,5,1,7.7172772456703225,1.3066744021120646,729,865.0997007492376,1415.1498142461935,274.2834250919432
2011,5,2,2.1505148025185097,0.9171492725995347,484,572.6955399941504,775.2496882163165,159.21813574735933
2004,1,4,4.4408230122384005,0.8254343687958192,731,657.2074924340887,1415.7134885710457,191.3815089515879
2024,8,4,8.230060574201136,0.9320080188860618,184,172.81662392313078,281.4981292244114,45.1618026603887
2016,8,4,7.7667964036797414,1.334492010885619,99,114.66400733860586,192.48566438163903,18.48584532679269
2015,4,3,4.2075340997843735,0.5437327790331334,481,570.7781153004111,800.6422439603051,176.93320575781843
2014,7,3,7.104866908810466,1.8608734165346088,389,380.1991244012885,644.6872946990359,189.93594512472626
